po_id,supplier_id,item_id,order_date,expected_delivery_date,actual_delivery_date,order_quantity,unit_cost,total_purchase_cost,po_status
PO00928,SUP002,ITM11064,11/12/24,11/15/24,11/17/24,625,115.51,72193.75,Delivered
PO00929,SUP015,ITM12204,12/9/24,12/15/24,12/15/24,422,135.91,57354.02,Delivered
PO00930,SUP001,ITM11072,4/24/24,4/28/24,,389,39.68,15435.52,Open
PO00931,SUP010,ITM10528,11/13/24,11/20/24,11/23/24,722,81.18,58611.96,Delivered
PO00932,SUP003,ITM12957,8/19/24,8/28/24,8/31/24,277,8.23,2279.71,Delivered
PO00933,SUP010,ITM10477,6/30/24,7/9/24,,869,26.44,22976.36,Open
PO00934,SUP002,ITM12746,9/24/24,9/28/24,9/26/24,96,32.14,3085.44,Delivered
PO00935,SUP014,ITM11264,9/9/24,9/15/24,9/18/24,810,68.64,55598.4,Delivered
PO00936,SUP011,ITM10987,2/24/24,2/29/24,2/28/24,242,16.81,4068.02,Delivered
PO00937,SUP005,ITM11577,7/20/24,7/25/24,7/24/24,783,14.6,11431.8,Delivered
PO00938,SUP013,ITM10790,7/31/24,8/4/24,8/7/24,907,46.66,42320.62,Delivered
PO00939,SUP008,ITM10375,3/4/24,3/12/24,,511,45.15,23071.65,Open
PO00940,SUP012,ITM11004,10/28/24,10/30/24,11/5/24,560,39.91,22349.6,Delayed
PO00941,SUP004,ITM10287,1/25/24,2/3/24,2/4/24,908,21.09,19149.72,Delivered
PO00942,SUP001,ITM10503,9/17/24,9/22/24,,982,17.94,17617.08,Open
PO00943,SUP001,ITM12583,10/23/24,10/27/24,10/26/24,156,46.98,7328.88,Delivered
PO00944,SUP012,ITM10149,11/3/24,11/10/24,11/10/24,566,126.27,71468.82,Delivered
PO00945,SUP012,ITM13081,8/2/24,8/5/24,,987,19.11,18861.57,Cancelled
PO00946,SUP006,ITM12218,5/7/24,5/16/24,5/16/24,351,41.96,14727.96,Delivered
PO00947,SUP007,ITM11046,3/9/24,3/14/24,3/16/24,766,148.57,113804.62,Delivered
PO00948,SUP014,ITM13026,9/19/24,9/21/24,9/24/24,610,138.31,84369.1,Delivered
PO00949,SUP015,ITM13110,12/30/24,1/3/25,1/5/25,697,34.88,24311.36,Delivered
PO00950,SUP009,ITM13022,4/17/24,4/23/24,4/23/24,753,67.35,50714.55,Delivered
PO00951,SUP003,ITM10530,12/10/24,12/18/24,12/21/24,715,31.7,22665.5,Delivered
PO00952,SUP006,ITM11477,4/1/24,4/10/24,4/13/24,702,86.99,61066.98,Delivered
PO00953,SUP009,ITM13054,2/29/24,3/9/24,,625,69.68,43550,Open
PO00954,SUP005,ITM10921,10/19/24,10/22/24,11/1/24,740,121.56,89954.4,Delayed
PO00955,SUP006,ITM12796,9/30/24,10/3/24,10/4/24,877,44.34,38886.18,Delivered
PO00956,SUP005,ITM10956,2/24/24,3/3/24,3/2/24,104,29.62,3080.48,Delivered
PO00957,SUP008,ITM10914,4/12/24,4/16/24,4/15/24,343,119.18,40878.74,Delivered
PO00958,SUP008,ITM11350,3/15/24,3/18/24,,757,92.91,70332.87,Open
PO00959,SUP003,ITM11250,4/14/24,4/23/24,,83,58.84,4883.72,Open
PO00960,SUP003,ITM11858,8/19/24,8/24/24,8/27/24,807,112.21,90553.47,Delivered
PO00961,SUP004,ITM11282,4/24/24,4/29/24,5/1/24,448,95.49,42779.52,Delivered
PO00962,SUP002,ITM11019,12/22/24,12/28/24,12/31/24,98,79.06,7747.88,Delivered
PO00963,SUP009,ITM11559,7/17/24,7/19/24,7/22/24,370,72.07,26665.9,Delivered
PO00964,SUP009,ITM10917,1/28/24,1/31/24,1/31/24,257,79.38,20400.66,Delivered
PO00965,SUP012,ITM11480,8/14/24,8/21/24,,983,145.35,142879.05,Open
PO00966,SUP007,ITM12300,12/29/24,12/31/24,1/2/25,609,58.82,35821.38,Delivered
PO00967,SUP011,ITM11247,4/10/24,4/14/24,,248,108.15,26821.2,Open
PO00968,SUP013,ITM10915,3/31/24,4/3/24,,126,58.41,7359.66,Cancelled
PO00969,SUP012,ITM10196,3/29/24,4/4/24,4/2/24,436,59.68,26020.48,Delivered
PO00970,SUP010,ITM12847,5/22/24,5/28/24,5/27/24,214,61.91,13248.74,Delivered
PO00971,SUP006,ITM12796,5/10/24,5/13/24,5/14/24,776,57.95,44969.2,Delivered
PO00972,SUP013,ITM13088,1/21/24,1/27/24,1/27/24,661,46.99,31060.39,Delivered
PO00973,SUP013,ITM11396,11/16/24,11/20/24,11/23/24,358,96.68,34611.44,Delivered
PO00974,SUP015,ITM12718,10/20/24,10/25/24,10/23/24,852,46.65,39745.8,Delivered
PO00975,SUP007,ITM11632,9/26/24,10/3/24,10/2/24,583,74.72,43561.76,Delivered
PO00976,SUP010,ITM11345,9/15/24,9/18/24,9/20/24,599,82.87,49639.13,Delivered
PO00977,SUP002,ITM13084,6/27/24,6/30/24,6/29/24,729,101.82,74226.78,Delivered
PO00978,SUP002,ITM10306,7/3/24,7/12/24,7/14/24,593,133.1,78928.3,Delivered
PO00979,SUP006,ITM11498,10/14/24,10/23/24,,714,92.82,66273.48,Open
PO00980,SUP004,ITM11191,12/8/24,12/14/24,12/13/24,976,81.84,79875.84,Delivered
PO00981,SUP007,ITM11360,11/14/24,11/17/24,11/15/24,748,80.32,60079.36,Delivered
PO00982,SUP014,ITM12697,7/14/24,7/22/24,7/27/24,445,120.49,53618.05,Delayed
PO00983,SUP007,ITM11611,5/24/24,5/28/24,5/30/24,891,87.49,77953.59,Delivered
PO00984,SUP002,ITM11019,9/20/24,9/26/24,,506,70.2,35521.2,Open
PO00985,SUP003,ITM11684,5/31/24,6/6/24,6/13/24,378,102.52,38752.56,Delayed
PO00986,SUP010,ITM13149,2/19/24,2/22/24,2/24/24,596,13.18,7855.28,Delivered
PO00987,SUP006,ITM10892,2/3/24,2/10/24,2/13/24,842,79.42,66871.64,Delivered
PO00988,SUP008,ITM13140,12/16/24,12/18/24,12/16/24,260,137.49,35747.4,Delivered
PO00989,SUP009,ITM10309,12/25/24,1/1/25,1/11/25,712,47.56,33862.72,Delayed
PO00990,SUP013,ITM10826,2/6/24,2/12/24,2/11/24,74,39.59,2929.66,Delivered
PO00991,SUP001,ITM12026,6/18/24,6/22/24,6/20/24,105,26.01,2731.05,Delivered
PO00992,SUP004,ITM13102,5/8/24,5/13/24,5/15/24,891,61.88,55135.08,Delivered
PO00993,SUP006,ITM10868,5/12/24,5/20/24,5/21/24,695,39.11,27181.45,Delivered
PO00994,SUP013,ITM12824,6/10/24,6/18/24,6/21/24,171,110.82,18950.22,Delivered
PO00995,SUP001,ITM10060,11/24/24,11/28/24,11/26/24,824,103.08,84937.92,Delivered
PO00996,SUP004,ITM10757,1/24/24,1/31/24,1/29/24,416,37.91,15770.56,Delivered
PO00997,SUP011,ITM10220,2/24/24,2/28/24,3/2/24,358,142.06,50857.48,Delivered
PO00998,SUP011,ITM11151,5/24/24,6/1/24,,498,134.82,67140.36,Open
PO00999,SUP010,ITM10261,12/4/24,12/9/24,12/8/24,596,106.71,63599.16,Delivered
PO01000,SUP011,ITM10079,7/19/24,7/25/24,,919,65.13,59854.47,Open
PO01001,SUP002,ITM12369,11/20/24,11/25/24,11/28/24,958,104.3,99919.4,Delivered
PO01002,SUP004,ITM12244,11/27/24,11/29/24,11/27/24,616,127.3,78416.8,Delivered
PO01003,SUP005,ITM11822,3/13/24,3/19/24,3/17/24,636,65.28,41518.08,Delivered
PO01004,SUP015,ITM12007,10/2/24,10/4/24,10/2/24,362,108.82,39392.84,Delivered
PO01005,SUP001,ITM10879,6/25/24,7/4/24,7/7/24,921,96.57,88940.97,Delivered
PO01006,SUP002,ITM10178,3/23/24,3/29/24,3/31/24,904,128.31,115992.24,Delivered
PO01007,SUP013,ITM11657,2/28/24,3/2/24,3/4/24,922,57.94,53420.68,Delivered
PO01008,SUP007,ITM10148,10/8/24,10/10/24,10/12/24,124,90.57,11230.68,Delivered
PO01009,SUP007,ITM12247,2/4/24,2/9/24,2/8/24,793,119,94367,Delivered
PO01010,SUP004,ITM10203,6/18/24,6/21/24,6/24/24,721,86.96,62698.16,Delivered
PO01011,SUP007,ITM12919,5/25/24,6/3/24,6/2/24,375,96.49,36183.75,Delivered
PO01012,SUP002,ITM12832,6/17/24,6/22/24,6/22/24,760,69.06,52485.6,Delivered
PO01013,SUP012,ITM12604,10/16/24,10/25/24,10/25/24,488,114.72,55983.36,Delivered
PO01014,SUP011,ITM11310,6/9/24,6/18/24,6/17/24,779,100.03,77923.37,Delivered
PO01015,SUP002,ITM10562,8/11/24,8/18/24,8/18/24,187,35.09,6561.83,Delivered
PO01016,SUP004,ITM10560,6/18/24,6/21/24,7/2/24,506,86.08,43556.48,Delayed
PO01017,SUP013,ITM11367,6/5/24,6/12/24,6/10/24,229,16.68,3819.72,Delivered
PO01018,SUP013,ITM11657,2/11/24,2/14/24,,929,72.59,67436.11,Open
PO01019,SUP015,ITM11618,10/2/24,10/7/24,10/10/24,957,18.29,17503.53,Delivered
PO01020,SUP008,ITM12658,2/8/24,2/12/24,2/24/24,696,9.57,6660.72,Delayed
PO01021,SUP012,ITM11849,10/24/24,10/27/24,10/29/24,267,45.34,12105.78,Delivered
PO01022,SUP004,ITM12802,10/9/24,10/12/24,10/14/24,533,90.94,48471.02,Delivered
PO01023,SUP009,ITM12144,3/17/24,3/20/24,3/19/24,962,114.2,109860.4,Delivered
PO01024,SUP009,ITM12079,5/28/24,6/2/24,6/4/24,572,60.35,34520.2,Delivered
PO01025,SUP003,ITM12968,7/5/24,7/9/24,7/12/24,294,26.71,7852.74,Delivered
PO01026,SUP012,ITM11312,11/10/24,11/16/24,11/18/24,193,19.64,3790.52,Delivered
PO01027,SUP002,ITM10694,4/1/24,4/4/24,4/6/24,725,93.57,67838.25,Delivered
PO01028,SUP006,ITM11994,3/15/24,3/18/24,3/19/24,417,67.19,28018.23,Delivered
PO01029,SUP015,ITM10156,9/6/24,9/13/24,9/13/24,428,41.54,17779.12,Delivered
PO01030,SUP015,ITM12349,12/8/24,12/16/24,12/16/24,447,112.87,50452.89,Delivered
PO01031,SUP004,ITM12802,8/20/24,8/23/24,8/27/24,714,82.73,59069.22,Delayed
PO01032,SUP005,ITM12783,12/26/24,12/30/24,1/13/25,899,116.87,105066.13,Delayed
PO01033,SUP004,ITM10553,5/14/24,5/19/24,5/21/24,228,48.91,11151.48,Delivered
PO01034,SUP001,ITM10498,7/12/24,7/14/24,7/17/24,969,52.88,51240.72,Delivered
PO01035,SUP013,ITM10621,9/21/24,9/23/24,9/22/24,578,56.95,32917.1,Delivered
PO01036,SUP002,ITM11747,6/25/24,6/28/24,6/29/24,958,80.56,77176.48,Delivered
PO01037,SUP014,ITM12818,9/13/24,9/18/24,9/29/24,219,50.29,11013.51,Delayed
PO01038,SUP011,ITM10960,9/20/24,9/25/24,9/24/24,203,57.73,11719.19,Delivered
PO01039,SUP009,ITM10028,7/4/24,7/7/24,7/5/24,726,107.91,78342.66,Delivered
PO01040,SUP007,ITM10656,6/18/24,6/20/24,6/21/24,741,66.32,49143.12,Delivered
PO01041,SUP005,ITM11940,4/17/24,4/23/24,4/26/24,903,89.26,80601.78,Delivered
PO01042,SUP001,ITM11285,5/4/24,5/11/24,5/13/24,656,46.54,30530.24,Delivered
PO01043,SUP010,ITM10995,11/18/24,11/21/24,11/23/24,200,72.83,14566,Delivered
PO01044,SUP001,ITM10784,5/12/24,5/14/24,5/26/24,465,63.1,29341.5,Delayed
PO01045,SUP011,ITM11307,10/15/24,10/19/24,10/22/24,795,110.25,87648.75,Delivered
PO01046,SUP015,ITM10208,5/25/24,5/31/24,6/7/24,509,44.94,22874.46,Delayed
PO01047,SUP002,ITM12515,8/29/24,9/5/24,,224,52.74,11813.76,Open
PO01048,SUP005,ITM11322,7/29/24,8/2/24,8/4/24,890,17.78,15824.2,Delivered
PO01049,SUP011,ITM11954,11/15/24,11/23/24,11/23/24,221,42.37,9363.77,Delivered
PO01050,SUP008,ITM11166,6/24/24,6/28/24,7/11/24,654,74.43,48677.22,Delayed
PO01051,SUP011,ITM11139,7/12/24,7/18/24,7/16/24,66,76.29,5035.14,Delivered
PO01052,SUP007,ITM12022,9/15/24,9/24/24,9/23/24,670,37.48,25111.6,Delivered
PO01053,SUP012,ITM11645,8/31/24,9/3/24,9/16/24,89,63.58,5658.62,Delayed
PO01054,SUP004,ITM11399,9/29/24,10/2/24,9/30/24,145,14.9,2160.5,Delivered
PO01055,SUP002,ITM10411,3/7/24,3/16/24,3/28/24,897,33.51,30058.47,Delayed
PO01056,SUP006,ITM11462,12/13/24,12/18/24,12/20/24,480,47.07,22593.6,Delivered
PO01057,SUP015,ITM12696,1/23/24,1/29/24,1/30/24,284,134.17,38104.28,Delivered
PO01058,SUP006,ITM11054,9/3/24,9/10/24,,440,124.28,54683.2,Open
PO01059,SUP007,ITM12849,12/22/24,12/24/24,12/25/24,187,41.5,7760.5,Delivered
PO01060,SUP003,ITM10415,4/29/24,5/6/24,5/11/24,340,87.52,29756.8,Delayed
PO01061,SUP009,ITM10669,10/5/24,10/7/24,10/6/24,55,40.27,2214.85,Delivered
PO01062,SUP008,ITM10914,1/4/24,1/8/24,1/6/24,582,97.3,56628.6,Delivered
PO01063,SUP014,ITM12652,12/1/24,12/5/24,12/5/24,468,91.13,42648.84,Delivered
PO01064,SUP012,ITM10097,3/20/24,3/25/24,3/27/24,309,46.38,14331.42,Delivered
PO01065,SUP009,ITM13003,10/1/24,10/5/24,10/5/24,676,127.67,86304.92,Delivered
PO01066,SUP010,ITM12673,12/14/24,12/18/24,12/17/24,473,98.66,46666.18,Delivered
PO01067,SUP005,ITM11098,10/12/24,10/21/24,10/21/24,622,82.27,51171.94,Delivered
PO01068,SUP012,ITM11696,5/9/24,5/14/24,,641,81.88,52485.08,Cancelled
PO01069,SUP009,ITM11249,12/27/24,1/5/25,1/4/25,925,67.91,62816.75,Delivered
PO01070,SUP008,ITM11182,3/1/24,3/4/24,3/5/24,851,26.62,22653.62,Delivered
PO01071,SUP002,ITM12778,3/23/24,3/28/24,3/30/24,460,146.1,67206,Delivered
PO01072,SUP006,ITM10031,10/8/24,10/11/24,10/14/24,773,35.02,27070.46,Delivered
PO01073,SUP014,ITM12516,7/18/24,7/20/24,7/24/24,873,29.67,25901.91,Delayed
PO01074,SUP008,ITM12330,3/15/24,3/23/24,3/25/24,495,7.02,3474.9,Delivered
PO01075,SUP006,ITM13152,5/14/24,5/16/24,5/14/24,673,120.56,81136.88,Delivered
PO01076,SUP003,ITM11663,7/15/24,7/23/24,8/2/24,678,130.37,88390.86,Delayed
PO01077,SUP012,ITM12587,5/26/24,5/29/24,5/31/24,108,112.54,12154.32,Delivered
PO01078,SUP012,ITM11648,3/30/24,4/6/24,4/7/24,60,70.69,4241.4,Delivered
PO01079,SUP014,ITM10524,12/2/24,12/7/24,12/19/24,342,44.52,15225.84,Delayed
PO01080,SUP004,ITM10990,11/2/24,11/4/24,11/7/24,287,68.52,19665.24,Delivered
PO01081,SUP010,ITM11592,12/11/24,12/15/24,12/14/24,720,55.16,39715.2,Delivered
PO01082,SUP015,ITM10137,3/21/24,3/25/24,3/25/24,848,115.25,97732,Delivered
PO01083,SUP005,ITM11137,12/8/24,12/15/24,12/17/24,255,76.31,19459.05,Delivered
PO01084,SUP010,ITM12395,12/26/24,12/28/24,12/26/24,612,97.71,59798.52,Delivered
PO01085,SUP007,ITM12037,10/13/24,10/18/24,10/27/24,405,124.79,50539.95,Delayed
PO01086,SUP012,ITM11382,5/21/24,5/26/24,5/25/24,515,57.24,29478.6,Delivered
PO01087,SUP009,ITM11968,10/21/24,10/25/24,10/24/24,466,121.6,56665.6,Delivered
PO01088,SUP009,ITM12572,10/13/24,10/18/24,10/18/24,398,157.82,62812.36,Delivered
PO01089,SUP010,ITM11701,9/19/24,9/21/24,10/3/24,882,89.05,78542.1,Delayed
PO01090,SUP015,ITM10347,5/8/24,5/16/24,5/17/24,626,132.03,82650.78,Delivered
PO01091,SUP015,ITM10015,5/4/24,5/9/24,,844,136.94,115577.36,Open
PO01092,SUP005,ITM12249,8/23/24,8/30/24,9/3/24,543,65.59,35615.37,Delayed
PO01093,SUP014,ITM10094,2/4/24,2/8/24,2/7/24,743,32.33,24021.19,Delivered
PO01094,SUP010,ITM12986,6/10/24,6/12/24,6/12/24,578,128.28,74145.84,Delivered
PO01095,SUP006,ITM10031,12/24/24,12/27/24,,304,37.72,11466.88,Open
PO01096,SUP002,ITM10210,7/23/24,7/29/24,7/29/24,127,58.98,7490.46,Delivered
PO01097,SUP011,ITM11816,4/1/24,4/5/24,4/5/24,273,57.24,15626.52,Delivered
PO01098,SUP012,ITM12370,5/17/24,5/20/24,5/23/24,749,76.51,57305.99,Delivered
PO01099,SUP004,ITM10095,4/7/24,4/9/24,4/8/24,290,119.24,34579.6,Delivered
PO01100,SUP012,ITM10439,5/15/24,5/23/24,5/22/24,904,33.15,29967.6,Delivered
PO01101,SUP002,ITM11238,11/12/24,11/16/24,11/14/24,172,47.32,8139.04,Delivered
PO01102,SUP004,ITM11703,12/12/24,12/20/24,12/31/24,678,54.32,36828.96,Delayed
PO01103,SUP005,ITM10815,10/4/24,10/10/24,10/21/24,430,9.8,4214,Delayed
PO01104,SUP011,ITM12012,9/9/24,9/13/24,9/26/24,939,69.97,65701.83,Delayed
PO01105,SUP012,ITM10941,4/3/24,4/6/24,,987,139.61,137795.07,Cancelled
PO01106,SUP014,ITM11771,7/22/24,7/29/24,7/31/24,181,110,19910,Delivered
PO01107,SUP003,ITM12420,8/4/24,8/13/24,8/15/24,83,48.3,4008.9,Delivered
PO01108,SUP007,ITM12719,7/20/24,7/27/24,,844,35.51,29970.44,Open
PO01109,SUP013,ITM11631,3/2/24,3/6/24,3/7/24,373,18.65,6956.45,Delivered
PO01110,SUP007,ITM12180,1/7/24,1/15/24,1/16/24,644,16.5,10626,Delivered
PO01111,SUP015,ITM10032,7/4/24,7/11/24,7/11/24,241,53.64,12927.24,Delivered
PO01112,SUP003,ITM12458,5/1/24,5/6/24,5/8/24,401,78.22,31366.22,Delivered
PO01113,SUP005,ITM12019,9/12/24,9/16/24,9/17/24,767,77.4,59365.8,Delivered
PO01114,SUP007,ITM10751,7/5/24,7/13/24,,336,63.23,21245.28,Open
PO01115,SUP011,ITM10440,10/19/24,10/25/24,10/27/24,752,73.02,54911.04,Delivered
PO01116,SUP015,ITM11886,2/21/24,2/25/24,2/24/24,618,57.39,35467.02,Delivered
PO01117,SUP001,ITM10133,7/14/24,7/23/24,7/26/24,203,123.45,25060.35,Delivered
PO01118,SUP012,ITM11614,1/5/24,1/13/24,1/14/24,187,100.62,18815.94,Delivered
PO01119,SUP015,ITM10277,11/18/24,11/23/24,11/26/24,373,24.23,9037.79,Delivered
PO01120,SUP003,ITM11748,6/2/24,6/5/24,6/7/24,98,81.66,8002.68,Delivered
PO01121,SUP012,ITM10878,12/19/24,12/23/24,12/22/24,883,124.26,109721.58,Delivered
PO01122,SUP009,ITM12889,11/18/24,11/27/24,11/30/24,392,74.9,29360.8,Delivered
PO01123,SUP009,ITM11563,7/3/24,7/6/24,7/6/24,402,99.69,40075.38,Delivered
PO01124,SUP007,ITM13030,3/3/24,3/8/24,3/11/24,670,114.5,76715,Delivered
PO01125,SUP003,ITM13038,10/21/24,10/25/24,10/27/24,228,75.02,17104.56,Delivered
PO01126,SUP004,ITM10241,5/25/24,5/31/24,6/3/24,572,87.18,49866.96,Delivered
PO01127,SUP012,ITM10569,8/16/24,8/19/24,8/29/24,678,92.18,62498.04,Delayed
PO01128,SUP010,ITM11344,11/19/24,11/23/24,11/29/24,705,93.54,65945.7,Delayed
PO01129,SUP011,ITM10559,6/21/24,6/24/24,6/26/24,635,63.04,40030.4,Delivered
PO01130,SUP015,ITM10842,2/6/24,2/9/24,2/9/24,283,89.86,25430.38,Delivered
PO01131,SUP001,ITM12241,11/30/24,12/5/24,12/5/24,669,63.61,42555.09,Delivered
PO01132,SUP004,ITM11406,5/18/24,5/20/24,5/29/24,815,61.87,50424.05,Delayed
PO01133,SUP003,ITM12530,8/18/24,8/24/24,8/23/24,924,79.45,73411.8,Delivered
PO01134,SUP007,ITM11351,4/30/24,5/5/24,5/8/24,767,103.15,79116.05,Delivered
PO01135,SUP008,ITM12658,4/17/24,4/21/24,4/19/24,147,9.67,1421.49,Delivered
PO01136,SUP011,ITM11596,8/30/24,9/7/24,9/5/24,839,119.33,100117.87,Delivered
PO01137,SUP008,ITM10190,2/12/24,2/21/24,2/23/24,209,13.84,2892.56,Delivered
PO01138,SUP015,ITM12984,7/18/24,7/27/24,7/26/24,805,68.43,55086.15,Delivered
PO01139,SUP014,ITM11484,11/16/24,11/25/24,11/27/24,908,54.94,49885.52,Delivered
PO01140,SUP009,ITM12863,1/18/24,1/20/24,1/20/24,934,40.16,37509.44,Delivered
PO01141,SUP007,ITM12919,10/3/24,10/12/24,10/24/24,505,86.78,43823.9,Delayed
PO01142,SUP008,ITM11735,12/23/24,12/31/24,1/2/25,661,103.43,68367.23,Delivered
PO01143,SUP006,ITM11565,11/21/24,11/27/24,12/7/24,586,108.23,63422.78,Delayed
PO01144,SUP002,ITM10342,9/30/24,10/3/24,10/3/24,543,106.25,57693.75,Delivered
PO01145,SUP014,ITM10074,2/15/24,2/23/24,2/23/24,472,17.1,8071.2,Delivered
PO01146,SUP009,ITM11563,6/4/24,6/7/24,6/9/24,884,124.07,109677.88,Delivered
PO01147,SUP010,ITM10003,3/10/24,3/15/24,3/16/24,597,18.71,11169.87,Delivered
PO01148,SUP014,ITM10676,9/8/24,9/15/24,9/26/24,356,69.72,24820.32,Delayed
PO01149,SUP009,ITM10487,8/8/24,8/14/24,,661,87.99,58161.39,Open
PO01150,SUP002,ITM12393,1/4/24,1/10/24,1/9/24,471,79.23,37317.33,Delivered
PO01151,SUP003,ITM12413,8/11/24,8/20/24,8/19/24,782,70.53,55154.46,Delivered
PO01152,SUP008,ITM12627,7/18/24,7/21/24,,275,84.42,23215.5,Open
PO01153,SUP010,ITM11966,8/4/24,8/9/24,8/11/24,832,100.74,83815.68,Delivered
PO01154,SUP002,ITM10694,11/9/24,11/12/24,,751,79.06,59374.06,Open
PO01155,SUP010,ITM11377,11/28/24,12/5/24,12/5/24,472,22.19,10473.68,Delivered
PO01156,SUP005,ITM10884,2/5/24,2/11/24,2/11/24,163,111.46,18167.98,Delivered
PO01157,SUP004,ITM11951,11/12/24,11/18/24,11/21/24,687,42.85,29437.95,Delivered
PO01158,SUP006,ITM11550,6/13/24,6/22/24,6/20/24,597,19.44,11605.68,Delivered
PO01159,SUP002,ITM11284,2/22/24,2/26/24,2/25/24,782,19.8,15483.6,Delivered
PO01160,SUP015,ITM11168,1/5/24,1/8/24,1/7/24,65,115.06,7478.9,Delivered
PO01161,SUP007,ITM11379,6/24/24,7/3/24,7/4/24,430,42.92,18455.6,Delivered
PO01162,SUP008,ITM10871,1/17/24,1/19/24,1/18/24,107,117.27,12547.89,Delivered
PO01163,SUP009,ITM10596,7/19/24,7/24/24,7/25/24,235,81.34,19114.9,Delivered
PO01164,SUP006,ITM10625,5/8/24,5/12/24,,898,46.87,42089.26,Open
PO01165,SUP012,ITM10196,12/31/24,1/6/25,1/7/25,303,73.35,22225.05,Delivered
PO01166,SUP008,ITM12804,1/18/24,1/27/24,1/30/24,839,24.65,20681.35,Delivered
PO01167,SUP004,ITM12739,12/6/24,12/11/24,,534,32.58,17397.72,Cancelled
PO01168,SUP004,ITM10824,6/8/24,6/13/24,6/19/24,694,133.44,92607.36,Delayed
PO01169,SUP014,ITM10294,10/8/24,10/17/24,10/17/24,542,132.95,72058.9,Delivered
PO01170,SUP004,ITM10659,4/11/24,4/15/24,4/13/24,934,142.06,132684.04,Delivered
PO01171,SUP014,ITM12912,2/27/24,3/3/24,3/4/24,382,51.76,19772.32,Delivered
PO01172,SUP004,ITM12647,5/21/24,5/27/24,5/28/24,858,45.65,39167.7,Delivered
PO01173,SUP011,ITM11585,1/22/24,1/31/24,2/3/24,536,102.05,54698.8,Delivered
PO01174,SUP005,ITM12559,3/20/24,3/26/24,3/24/24,304,88.73,26973.92,Delivered
PO01175,SUP011,ITM11417,2/16/24,2/20/24,2/20/24,827,125.95,104160.65,Delivered
PO01176,SUP014,ITM13090,1/31/24,2/9/24,2/8/24,768,137.07,105269.76,Delivered
PO01177,SUP005,ITM12309,2/24/24,2/27/24,2/26/24,374,134.36,50250.64,Delivered
PO01178,SUP014,ITM12653,11/26/24,12/4/24,,874,84.77,74088.98,Open
PO01179,SUP014,ITM12994,4/8/24,4/16/24,4/17/24,416,140.8,58572.8,Delivered
PO01180,SUP006,ITM11661,5/8/24,5/14/24,5/25/24,773,121.14,93641.22,Delayed
PO01181,SUP015,ITM10165,5/30/24,6/5/24,6/6/24,244,98.48,24029.12,Delivered
PO01182,SUP011,ITM11896,10/5/24,10/14/24,10/17/24,529,21.55,11399.95,Delivered
PO01183,SUP009,ITM12806,11/2/24,11/7/24,11/19/24,214,57.92,12394.88,Delayed
PO01184,SUP014,ITM12382,3/20/24,3/24/24,3/24/24,604,26.13,15782.52,Delivered
PO01185,SUP007,ITM12719,1/1/24,1/8/24,,568,37.8,21470.4,Open
PO01186,SUP003,ITM12312,4/4/24,4/9/24,4/22/24,927,57.23,53052.21,Delayed
PO01187,SUP013,ITM11775,11/13/24,11/15/24,11/18/24,114,89.2,10168.8,Delivered
PO01188,SUP004,ITM11366,10/2/24,10/4/24,,244,30.41,7420.04,Open
PO01189,SUP012,ITM12341,9/11/24,9/14/24,,207,66.81,13829.67,Open
PO01190,SUP001,ITM12679,6/14/24,6/20/24,6/20/24,163,64.67,10541.21,Delivered
PO01191,SUP009,ITM11248,12/3/24,12/7/24,12/6/24,232,42.2,9790.4,Delivered
PO01192,SUP009,ITM10351,4/13/24,4/18/24,4/17/24,151,93.97,14189.47,Delivered
PO01193,SUP002,ITM11064,11/24/24,11/27/24,,723,125.71,90888.33,Open
PO01194,SUP001,ITM10879,11/15/24,11/24/24,11/24/24,100,92.55,9255,Delivered
PO01195,SUP013,ITM10965,11/6/24,11/9/24,11/7/24,993,28.74,28538.82,Delivered
PO01196,SUP010,ITM10643,9/8/24,9/14/24,9/19/24,529,114.22,60422.38,Delayed
PO01197,SUP005,ITM12432,2/1/24,2/6/24,2/9/24,961,69.95,67221.95,Delivered
PO01198,SUP015,ITM12375,7/7/24,7/14/24,,109,46.05,5019.45,Open
PO01199,SUP014,ITM12857,5/16/24,5/18/24,5/21/24,122,80.54,9825.88,Delivered
PO01200,SUP003,ITM12250,2/9/24,2/11/24,2/23/24,149,85.49,12738.01,Delayed
PO01201,SUP015,ITM12052,4/28/24,5/5/24,5/4/24,247,58.06,14340.82,Delivered
PO01202,SUP011,ITM11678,5/7/24,5/10/24,5/9/24,621,143.68,89225.28,Delivered
PO01203,SUP008,ITM11740,7/31/24,8/5/24,8/8/24,640,97.25,62240,Delivered
PO01204,SUP007,ITM10532,8/22/24,8/28/24,8/29/24,954,58.01,55341.54,Delivered
PO01205,SUP003,ITM12990,4/2/24,4/9/24,4/11/24,395,106.68,42138.6,Delivered
PO01206,SUP008,ITM10692,9/30/24,10/4/24,,503,95.54,48056.62,Cancelled
PO01207,SUP010,ITM13063,6/10/24,6/18/24,6/18/24,915,65.2,59658,Delivered
PO01208,SUP008,ITM10893,11/20/24,11/26/24,11/29/24,381,123.26,46962.06,Delivered
PO01209,SUP007,ITM10363,10/15/24,10/23/24,10/24/24,834,95.05,79271.7,Delivered
PO01210,SUP004,ITM12928,5/10/24,5/16/24,5/17/24,508,109.15,55448.2,Delivered
PO01211,SUP007,ITM10568,1/1/24,1/5/24,1/5/24,660,41.65,27489,Delivered
